A,0,B,26,114
A,1,B,5,113
A,2,B,34,92
A,3,B,32,92
A,4,B,26,90
A,5,B,12,90
A,6,B,7,106
A,7,B,36,96
A,8,B,16,120
A,9,B,26,99
A,10,B,40,92
A,11,B,27,103
A,12,B,31,98
A,13,B,16,107
A,14,B,34,101
A,15,B,11,115
A,16,B,18,105
A,17,B,13,110
A,18,B,9,98
A,19,B,15,109
A,20,B,27,116
A,21,B,36,106
A,22,B,23,97
A,23,B,38,114
A,24,B,10,110
A,25,B,10,113
A,26,B,7,90
A,27,B,13,98
A,28,B,30,102
A,29,B,11,110
A,30,B,30,105
A,31,B,13,107
A,32,B,15,93
A,33,B,34,109
A,34,B,14,93
A,35,B,35,106
A,36,B,28,96
A,37,B,11,90
A,38,B,39,98
A,39,B,25,91
A,40,B,37,112
A,41,B,10,108
A,42,B,28,94
A,43,B,19,104
A,44,B,9,97
A,45,B,17,110
A,46,B,31,100
A,47,B,6,106
A,48,B,19,118
A,49,B,33,110
A,50,B,15,117
A,51,B,14,105
A,52,B,40,96
A,53,B,23,94
A,54,B,14,115
A,55,B,5,90
A,56,B,9,90
A,57,B,25,94
A,58,B,37,118
A,59,B,34,101
A,60,B,8,114
A,61,B,5,97
A,62,B,29,95
A,63,B,11,111
A,64,B,17,114
A,65,B,27,103
A,66,B,40,97
A,67,B,14,106
A,68,B,36,113
A,69,B,29,108
A,70,B,19,96
A,71,B,29,93
A,72,B,38,109
A,73,B,13,103
A,74,B,39,120
A,75,B,19,100
A,76,B,33,102
A,77,B,35,117
A,78,B,5,118
A,79,B,9,107
A,80,B,38,93
A,81,B,30,95
A,82,B,19,90
A,83,B,7,97
A,84,B,32,110
A,85,B,16,113
A,86,B,22,90
A,87,B,21,117
A,88,B,29,114
A,89,B,12,108
A,90,B,29,93
A,91,B,15,105
A,92,B,32,95
A,93,B,10,109
A,94,B,19,98
A,95,B,26,106
A,96,B,24,113
A,97,B,11,106
A,98,B,15,98
A,99,B,21,102
A,100,B,13,96
A,101,B,13,97
A,102,B,23,103
A,103,B,37,108
A,104,B,12,98
A,105,B,15,109
A,106,B,10,117
A,107,B,21,94
A,108,B,38,108
A,109,B,24,118
A,110,B,25,90
A,111,B,22,116
A,112,B,30,112
A,113,B,15,120
A,114,B,28,92
A,115,B,7,106
A,116,B,11,119
A,117,B,28,105
