A,0,B,25,119
A,1,B,34,109
A,2,B,21,99
A,3,B,40,113
A,4,B,32,119
A,5,B,17,92
A,6,B,5,106
A,7,B,17,98
A,8,B,34,94
A,9,B,25,108
A,10,B,9,92
A,11,B,19,119
A,12,B,18,112
A,13,B,8,114
A,14,B,39,119
A,15,B,35,92
A,16,B,21,118
A,17,B,15,108
A,18,B,9,107
A,19,B,11,120
A,20,B,11,104
A,21,B,18,93
A,22,B,14,94
A,23,B,25,113
A,24,B,34,98
A,25,B,14,103
A,26,B,27,93
A,27,B,26,93
A,28,B,31,120
A,29,B,19,96
A,30,B,16,116
A,31,B,28,105
A,32,B,29,110
A,33,B,11,96
A,34,B,26,114
A,35,B,28,91
A,36,B,30,107
A,37,B,38,97
A,38,B,23,94
A,39,B,18,93
A,40,B,12,106
A,41,B,29,112
A,42,B,19,109
A,43,B,30,97
A,44,B,31,106
A,45,B,17,101
A,46,B,12,110
A,47,B,40,92
A,48,B,23,95
A,49,B,5,108
A,50,B,11,98
A,51,B,19,108
A,52,B,9,95
A,53,B,24,93
A,54,B,35,93
A,55,B,13,113
A,56,B,13,102
A,57,B,14,113
A,58,B,23,106
A,59,B,38,103
A,60,B,24,113
A,61,B,23,97
A,62,B,12,101
A,63,B,18,95
A,64,B,37,115
A,65,B,16,116
A,66,B,31,96
A,67,B,29,101
A,68,B,32,101
A,69,B,19,106
A,70,B,24,94
A,71,B,32,94
A,72,B,6,94
A,73,B,29,111
A,74,B,15,98
A,75,B,37,108
A,76,B,40,91
A,77,B,18,104
A,78,B,8,103
A,79,B,8,113
A,80,B,40,110
A,81,B,35,98
A,82,B,27,114
A,83,B,27,106
A,84,B,10,110
A,85,B,28,92
A,86,B,36,114
A,87,B,17,116
A,88,B,12,110
A,89,B,24,95
A,90,B,16,115
A,91,B,24,112
A,92,B,35,98
A,93,B,26,90
A,94,B,13,107
A,95,B,27,97
A,96,B,26,95
A,97,B,38,102
A,98,B,20,94
A,99,B,39,102
A,100,B,13,106
A,101,B,6,105
A,102,B,14,102
A,103,B,25,97
A,104,B,39,101
A,105,B,11,106
A,106,B,22,115
A,107,B,6,108
A,108,B,26,91
A,109,B,11,114
A,110,B,29,110
A,111,B,37,104
A,112,B,36,95
A,113,B,32,109
A,114,B,6,109
A,115,B,34,119
A,116,B,38,120
A,117,B,10,113
A,118,B,16,118
A,119,B,22,94
A,120,B,34,91
A,121,B,7,98
A,122,B,8,107
A,123,B,13,119
A,124,B,22,108
A,125,B,18,92
A,126,B,38,105
A,127,B,36,113
A,128,B,20,108
A,129,B,25,91
A,130,B,14,106
A,131,B,24,118
A,132,B,34,117
A,133,B,25,112
A,134,B,24,117
A,135,B,23,99
A,136,B,11,111
A,137,B,30,105
A,138,B,9,92
A,139,B,6,118
A,140,B,29,120
A,141,B,32,94
A,142,B,39,113
A,143,B,10,118
A,144,B,9,102
A,145,B,21,105
A,146,B,14,106
A,147,B,17,111
A,148,B,14,111
A,149,B,29,95
A,150,B,18,115
A,151,B,5,98
A,152,B,24,102
A,153,B,24,105
A,154,B,5,112
A,155,B,26,107
A,156,B,11,96
A,157,B,25,96
A,158,B,33,120
A,159,B,35,94
A,160,B,28,111
A,161,B,35,98
A,162,B,18,90
A,163,B,18,120
A,164,B,36,91
A,165,B,22,92
A,166,B,16,95
A,167,B,29,105
A,168,B,8,103
A,169,B,16,94
A,170,B,20,107
A,171,B,32,98
A,172,B,13,99
A,173,B,31,111
A,174,B,22,98
A,175,B,39,101
A,176,B,8,114
A,177,B,5,112
A,178,B,8,120
A,179,B,14,94
A,180,B,18,93
A,181,B,12,109
A,182,B,36,103
A,183,B,37,94
A,184,B,21,101
A,185,B,18,114
A,186,B,5,115
A,187,B,40,94
A,188,B,22,112
A,189,B,15,111
A,190,B,9,91
A,191,B,36,110
A,192,B,10,119
A,193,B,29,102
A,194,B,40,104
A,195,B,37,118
A,196,B,12,117
A,197,B,21,117
A,198,B,5,114
A,199,B,28,104
A,200,B,15,117
A,201,B,5,113
A,202,B,16,119
A,203,B,37,108
A,204,B,40,104
A,205,B,40,91
A,206,B,11,99
A,207,B,17,109
A,208,B,12,118
A,209,B,35,108
A,210,B,23,112
A,211,B,10,102
A,212,B,5,96
A,213,B,36,105
A,214,B,31,106
A,215,B,30,102
A,216,B,34,109
A,217,B,10,103
A,218,B,5,112
A,219,B,20,100
A,220,B,5,104
A,221,B,8,91
A,222,B,37,113
A,223,B,15,97
A,224,B,15,102
A,225,B,40,108
A,226,B,40,106
A,227,B,17,97
A,228,B,38,97
A,229,B,18,99
A,230,B,12,117
A,231,B,13,90
A,232,B,22,103
A,233,B,33,95
A,234,B,22,115
A,235,B,32,95
A,236,B,30,108
A,237,B,21,110
A,238,B,37,114
A,239,B,22,117
A,240,B,25,98
A,241,B,18,107
A,242,B,25,98
A,243,B,21,91
A,244,B,38,103
A,245,B,25,111
A,246,B,30,114
A,247,B,29,115
A,248,B,18,115
A,249,B,26,97
A,250,B,25,107
A,251,B,11,113
A,252,B,31,98
A,253,B,29,94
A,254,B,7,117
A,255,B,36,113
A,256,B,37,114
A,257,B,19,97
A,258,B,39,92
A,259,B,26,103
A,260,B,8,103
A,261,B,26,116
A,262,B,33,117
A,263,B,18,96
A,264,B,7,96
A,265,B,20,94
A,266,B,19,105
A,267,B,40,90
A,268,B,40,110
A,269,B,13,99
A,270,B,40,93
A,271,B,28,113
A,272,B,18,108
A,273,B,5,115
A,274,B,28,91
A,275,B,25,96
A,276,B,28,108
A,277,B,23,117
A,278,B,29,117
A,279,B,22,90
A,280,B,20,90
A,281,B,12,112
A,282,B,29,100
A,283,B,13,108
A,284,B,12,118
A,285,B,12,119
A,286,B,31,111
A,287,B,12,118
A,288,B,24,106
A,289,B,23,95
A,290,B,7,104
A,291,B,19,105
A,292,B,36,93
A,293,B,23,116
A,294,B,23,90
A,295,B,34,92
A,296,B,10,107
A,297,B,37,99
A,298,B,40,118
A,299,B,35,98
A,300,B,35,114
A,301,B,27,114
A,302,B,15,93
A,303,B,8,101
A,304,B,13,107
A,305,B,28,115
A,306,B,36,118
A,307,B,8,96
A,308,B,8,120
A,309,B,18,115
A,310,B,29,96
A,311,B,15,112
A,312,B,25,98
A,313,B,13,120
A,314,B,32,92
A,315,B,16,117
A,316,B,38,102
A,317,B,7,103
A,318,B,37,92
A,319,B,29,92
A,320,B,34,97
A,321,B,28,93
A,322,B,24,90
A,323,B,33,94
A,324,B,32,97
A,325,B,25,101
A,326,B,25,98
A,327,B,40,114
A,328,B,29,107
A,329,B,20,114
A,330,B,35,103
A,331,B,17,102
A,332,B,35,95
A,333,B,36,114
A,334,B,34,116
A,335,B,40,105
A,336,B,28,92
A,337,B,17,101
A,338,B,24,103
A,339,B,19,110
A,340,B,12,106
A,341,B,18,96
A,342,B,30,97
A,343,B,12,101
A,344,B,25,108
A,345,B,5,93
A,346,B,38,117
A,347,B,33,111
A,348,B,9,113
A,349,B,18,109
A,350,B,10,92
A,351,B,27,118
A,352,B,19,115
A,353,B,24,94
A,354,B,27,93
A,355,B,37,109
A,356,B,10,112
A,357,B,31,117
A,358,B,25,108
A,359,B,40,114
A,360,B,10,116
A,361,B,33,98
A,362,B,24,113
A,363,B,18,110
A,364,B,16,116
A,365,B,39,100
A,366,B,12,100
A,367,B,34,117
A,368,B,32,98
A,369,B,21,101
A,370,B,25,115
A,371,B,18,111
A,372,B,24,96
A,373,B,10,98
A,374,B,9,107
A,375,B,36,115
A,376,B,32,119
A,377,B,30,103
A,378,B,35,111
A,379,B,22,112
A,380,B,38,119
A,381,B,12,102
A,382,B,16,94
A,383,B,13,110
A,384,B,36,117
A,385,B,35,119
A,386,B,34,101
A,387,B,24,92
A,388,B,8,112
A,389,B,15,101
A,390,B,9,98
A,391,B,27,108
A,392,B,11,96
A,393,B,8,112
A,394,B,33,94
A,395,B,36,103
